fold,set,accuracy,f1,tpr,tnr,gmean,auc,batch_size,learning_rate,weight_decay,dropout_prob,seed,preprocessed_dir,model,dimred,clf__penalty,clf__C,clf__solver,clf__class_weight,clf__gamma,clf__estimator__C,clf__estimator__class_weight,clf__n_estimators,clf__max_depth,clf__min_samples_split,clf__min_samples_leaf,clf__max_features,clf__learning_rate,clf__subsample,clf__n_neighbors,clf__weights,clf__p
1,train,0.84,0.8297872340425532,0.8297872340425532,0.8490566037735849,0.8393666247777827,0.9020473705339221,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,SVC_RBF,none,,10.0,,balanced,auto,,,,,,,,,,,,
1,val,0.56,0.47619047619047616,0.4166666666666667,0.6923076923076923,0.5370861555295747,0.5192307692307693,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,SVC_RBF,none,,10.0,,balanced,auto,,,,,,,,,,,,
1,train,0.9,0.8837209302325582,0.8085106382978723,0.9811320754716981,0.8906490445703845,0.012846246487354471,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,SVC_RBF,none,,100.0,,,scale,,,,,,,,,,,,
1,val,0.48,0.38095238095238093,0.3333333333333333,0.6153846153846154,0.4529108136578383,0.46153846153846156,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,SVC_RBF,none,,100.0,,,scale,,,,,,,,,,,,
1,train,0.89,0.8764044943820225,0.8297872340425532,0.9433962264150944,0.8847701087419055,0.018466479325572056,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,SVC_RBF,none,,100.0,,balanced,scale,,,,,,,,,,,,
1,val,0.52,0.45454545454545453,0.4166666666666667,0.6153846153846154,0.5063696835418333,0.4871794871794871,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,SVC_RBF,none,,100.0,,balanced,scale,,,,,,,,,,,,
1,train,0.89,0.8735632183908046,0.8085106382978723,0.9622641509433962,0.8820435379789398,0.9819349658771578,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,SVC_RBF,none,,100.0,,,auto,,,,,,,,,,,,
1,val,0.48,0.38095238095238093,0.3333333333333333,0.6153846153846154,0.4529108136578383,0.5128205128205128,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,SVC_RBF,none,,100.0,,,auto,,,,,,,,,,,,
1,train,0.9,0.8888888888888888,0.851063829787234,0.9433962264150944,0.8960415199418243,0.9795262946607788,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,SVC_RBF,none,,100.0,,balanced,auto,,,,,,,,,,,,
1,val,0.52,0.45454545454545453,0.4166666666666667,0.6153846153846154,0.5063696835418333,0.5,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,SVC_RBF,none,,100.0,,balanced,auto,,,,,,,,,,,,
1,train,0.74,0.6829268292682927,0.5957446808510638,0.8679245283018868,0.719069830486593,0.8639100762745886,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,CalibratedLinearSVC,none,,,,,,0.01,,,,,,,,,,,
1,val,0.52,0.4,0.3333333333333333,0.6923076923076923,0.48038446141526137,0.41666666666666663,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,CalibratedLinearSVC,none,,,,,,0.01,,,,,,,,,,,
1,train,0.74,0.6829268292682927,0.5957446808510638,0.8679245283018868,0.719069830486593,0.8675230830991569,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,CalibratedLinearSVC,none,,,,,,0.01,balanced,,,,,,,,,,
1,val,0.52,0.4,0.3333333333333333,0.6923076923076923,0.48038446141526137,0.41025641025641024,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,CalibratedLinearSVC,none,,,,,,0.01,balanced,,,,,,,,,,
1,train,0.78,0.725,0.6170212765957447,0.9245283018867925,0.7552838096232997,0.8751505419510237,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,CalibratedLinearSVC,none,,,,,,0.1,,,,,,,,,,,
1,val,0.52,0.45454545454545453,0.4166666666666667,0.6153846153846154,0.5063696835418333,0.3910256410256411,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,CalibratedLinearSVC,none,,,,,,0.1,,,,,,,,,,,
1,train,0.78,0.725,0.6170212765957447,0.9245283018867925,0.7552838096232997,0.8751505419510236,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,CalibratedLinearSVC,none,,,,,,0.1,balanced,,,,,,,,,,
1,val,0.52,0.45454545454545453,0.4166666666666667,0.6153846153846154,0.5063696835418333,0.3846153846153846,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,CalibratedLinearSVC,none,,,,,,0.1,balanced,,,,,,,,,,
1,train,0.71,0.5915492957746479,0.44680851063829785,0.9433962264150944,0.6492437622852597,0.8554797270172622,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,CalibratedLinearSVC,none,,,,,,1.0,,,,,,,,,,,
1,val,0.56,0.47619047619047616,0.4166666666666667,0.6923076923076923,0.5370861555295747,0.4871794871794871,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,CalibratedLinearSVC,none,,,,,,1.0,,,,,,,,,,,
1,train,0.71,0.5915492957746479,0.44680851063829785,0.9433962264150944,0.6492437622852597,0.8562826174227218,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,CalibratedLinearSVC,none,,,,,,1.0,balanced,,,,,,,,,,
1,val,0.56,0.47619047619047616,0.4166666666666667,0.6923076923076923,0.5370861555295747,0.4871794871794871,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,CalibratedLinearSVC,none,,,,,,1.0,balanced,,,,,,,,,,
1,train,0.71,0.5797101449275363,0.425531914893617,0.9622641509433962,0.639901638366729,0.8538739462063427,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,CalibratedLinearSVC,none,,,,,,10.0,,,,,,,,,,,
1,val,0.56,0.47619047619047616,0.4166666666666667,0.6923076923076923,0.5370861555295747,0.48717948717948717,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,CalibratedLinearSVC,none,,,,,,10.0,,,,,,,,,,,
1,train,0.71,0.5797101449275363,0.425531914893617,0.9622641509433962,0.639901638366729,0.8554797270172622,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,CalibratedLinearSVC,none,,,,,,10.0,balanced,,,,,,,,,,
1,val,0.56,0.47619047619047616,0.4166666666666667,0.6923076923076923,0.5370861555295747,0.4871794871794871,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,CalibratedLinearSVC,none,,,,,,10.0,balanced,,,,,,,,,,
1,train,1.0,1.0,1.0,1.0,1.0,1.0,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,,,,,200.0,,2.0,1.0,sqrt,,,,,
1,val,0.52,0.45454545454545453,0.4166666666666667,0.6153846153846154,0.5063696835418333,0.5032051282051282,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,,,,,200.0,,2.0,1.0,sqrt,,,,,
1,train,1.0,1.0,1.0,1.0,1.0,1.0,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,balanced,,,,200.0,,2.0,1.0,sqrt,,,,,
1,val,0.44,0.4166666666666667,0.4166666666666667,0.46153846153846156,0.4385290096535146,0.47115384615384615,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,balanced,,,,200.0,,2.0,1.0,sqrt,,,,,
1,train,1.0,1.0,1.0,1.0,1.0,1.0,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,,,,,200.0,,2.0,1.0,log2,,,,,
1,val,0.44,0.3,0.25,0.6153846153846154,0.3922322702763681,0.48717948717948717,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,,,,,200.0,,2.0,1.0,log2,,,,,
1,train,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,balanced,,,,200.0,,2.0,1.0,log2,,,,,
1,val,0.4,0.2857142857142857,0.25,0.5384615384615384,0.3668996928526714,0.5096153846153847,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,balanced,,,,200.0,,2.0,1.0,log2,,,,,
1,train,1.0,1.0,1.0,1.0,1.0,1.0,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,,,,,200.0,,2.0,1.0,,,,,,
1,val,0.36,0.3333333333333333,0.3333333333333333,0.38461538461538464,0.35805743701971643,0.4391025641025641,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,,,,,200.0,,2.0,1.0,,,,,,
1,train,1.0,1.0,1.0,1.0,1.0,1.0,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,balanced,,,,200.0,,2.0,1.0,,,,,,
1,val,0.36,0.3333333333333333,0.3333333333333333,0.38461538461538464,0.35805743701971643,0.4455128205128205,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,balanced,,,,200.0,,2.0,1.0,,,,,,
1,train,0.94,0.9347826086956522,0.9148936170212766,0.9622641509433962,0.9382799846455808,0.9847450822962667,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,,,,,200.0,,2.0,2.0,sqrt,,,,,
1,val,0.48,0.43478260869565216,0.4166666666666667,0.5384615384615384,0.47366546671567095,0.4935897435897436,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,,,,,200.0,,2.0,2.0,sqrt,,,,,
1,train,0.93,0.9263157894736842,0.9361702127659575,0.9245283018867925,0.9303310470394438,0.9855479727017262,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,balanced,,,,200.0,,2.0,2.0,sqrt,,,,,
1,val,0.44,0.4166666666666667,0.4166666666666667,0.46153846153846156,0.4385290096535146,0.4935897435897436,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,balanced,,,,200.0,,2.0,2.0,sqrt,,,,,
1,train,0.86,0.8333333333333334,0.7446808510638298,0.9622641509433962,0.8465102993305763,0.9650742673625051,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,,,,,200.0,,2.0,2.0,log2,,,,,
1,val,0.52,0.4,0.3333333333333333,0.6923076923076923,0.48038446141526137,0.5256410256410257,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,,,,,200.0,,2.0,2.0,log2,,,,,
1,train,0.87,0.8602150537634409,0.851063829787234,0.8867924528301887,0.8687444855261388,0.9654757125652349,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,balanced,,,,200.0,,2.0,2.0,log2,,,,,
1,val,0.52,0.45454545454545453,0.4166666666666667,0.6153846153846154,0.5063696835418333,0.5192307692307692,,,,,42,/mnt/homeGPU/mcribilles/tfm/volumenes_preprocesados/resize_medium/nifti,RandomForest,none,,,,balanced,,,,200.0,,2.0,2.0,log2,,,,,
