fold,set,accuracy,f1,tpr,tnr,gmean,batch_size,learning_rate,weight_decay,dropout_prob,seed,preprocessed_dir
5,VALIDATION,0.65,0.6956521739130435,0.8,0.5,0.6324555320336759,8,0.001,0,0.5,8,resize_small_hu_m300_1400_separadas
5,TEST,0.56,0.5925925925925926,0.7272727272727273,0.42857142857142855,0.5582905262390825,8,0.001,0,0.5,8,resize_small_hu_m300_1400_separadas
MEAN,VALIDATION,0.6499999999999999,0.6545059288537549,0.7822222222222223,0.5363636363636364,0.6257122834220049,8,0.001,8
MEAN,TEST,0.608,0.5774617539323421,0.6454545454545455,0.578021978021978,0.580608428257918,8,0.001,8
1,VALIDATION,0.7,0.7,0.7777777777777778,0.6363636363636364,0.7035264706814485,8,0.001,1e-05,0,8,resize_small_hu_m300_1400_separadas
1,TEST,0.56,0.56,0.5833333333333334,0.5384615384615384,0.560448538317805,8,0.001,1e-05,0,8,resize_small_hu_m300_1400_separadas
2,VALIDATION,0.6,0.6363636363636364,0.7777777777777778,0.45454545454545453,0.5945883900105632,8,0.001,1e-05,0,8,resize_small_hu_m300_1400_separadas
2,TEST,0.52,0.5384615384615384,0.5833333333333334,0.46153846153846156,0.5188745216627708,8,0.001,1e-05,0,8,resize_small_hu_m300_1400_separadas
3,VALIDATION,0.7,0.7272727272727273,0.8888888888888888,0.5454545454545454,0.6963106238227913,8,0.001,1e-05,0,8,resize_small_hu_m300_1400_separadas
3,TEST,0.8,0.8148148148148148,0.9166666666666666,0.6923076923076923,0.7966275068156915,8,0.001,1e-05,0,8,resize_small_hu_m300_1400_separadas
4,VALIDATION,0.55,0.5714285714285714,0.6666666666666666,0.45454545454545453,0.5504818825631803,8,0.001,1e-05,0,8,resize_small_hu_m300_1400_separadas
4,TEST,0.52,0.6,0.75,0.3076923076923077,0.4803844614152614,8,0.001,1e-05,0,8,resize_small_hu_m300_1400_separadas
5,VALIDATION,0.65,0.6666666666666666,0.7,0.6,0.648074069840786,8,0.001,1e-05,0,8,resize_small_hu_m300_1400_separadas
5,TEST,0.6,0.5454545454545454,0.5454545454545454,0.6428571428571429,0.592156525463792,8,0.001,1e-05,0,8,resize_small_hu_m300_1400_separadas
MEAN,VALIDATION,0.6399999999999999,0.6603463203463202,0.7622222222222221,0.5381818181818182,0.6385962873837538,8,0.001,8
MEAN,TEST,0.6000000000000001,0.6117461797461797,0.6757575757575758,0.5285714285714286,0.5896983107350642,8,0.001,8
1,VALIDATION,0.75,0.7368421052631579,0.7777777777777778,0.7272727272727273,0.7521014330903549,8,0.001,1e-05,0.3,8,resize_small_hu_m300_1400_separadas
1,TEST,0.72,0.7407407407407407,0.8333333333333334,0.6153846153846154,0.716114874039433,8,0.001,1e-05,0.3,8,resize_small_hu_m300_1400_separadas
2,VALIDATION,0.65,0.6956521739130435,0.8888888888888888,0.45454545454545453,0.6356417261637282,8,0.001,1e-05,0.3,8,resize_small_hu_m300_1400_separadas
2,TEST,0.48,0.5185185185185185,0.5833333333333334,0.38461538461538464,0.47366546671567095,8,0.001,1e-05,0.3,8,resize_small_hu_m300_1400_separadas
3,VALIDATION,0.7,0.75,1.0,0.45454545454545453,0.674199862463242,8,0.001,1e-05,0.3,8,resize_small_hu_m300_1400_separadas
3,TEST,0.84,0.8571428571428571,1.0,0.6923076923076923,0.8320502943378437,8,0.001,1e-05,0.3,8,resize_small_hu_m300_1400_separadas
4,VALIDATION,0.5,0.5454545454545454,0.6666666666666666,0.36363636363636365,0.49236596391733095,8,0.001,1e-05,0.3,8,resize_small_hu_m300_1400_separadas
4,TEST,0.44,0.5,0.5833333333333334,0.3076923076923077,0.42365927286816174,8,0.001,1e-05,0.3,8,resize_small_hu_m300_1400_separadas
5,VALIDATION,0.65,0.6956521739130435,0.8,0.5,0.6324555320336759,8,0.001,1e-05,0.3,8,resize_small_hu_m300_1400_separadas
5,TEST,0.68,0.6666666666666666,0.7272727272727273,0.6428571428571429,0.6837634587578277,8,0.001,1e-05,0.3,8,resize_small_hu_m300_1400_separadas
