fold,set,accuracy,f1,tpr,tnr,gmean,batch_size,learning_rate,weight_decay,dropout_prob,seed,preprocessed_dir
2,VALIDATION,0.7,0.5714285714285714,0.4444444444444444,0.9090909090909091,0.6356417261637282,8,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
2,TEST,0.48,0.23529411764705882,0.16666666666666666,0.7692307692307693,0.35805743701971643,8,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
3,VALIDATION,0.75,0.6153846153846154,0.4444444444444444,1.0,0.6666666666666666,8,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
3,TEST,0.44,0.3,0.25,0.6153846153846154,0.3922322702763681,8,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
4,VALIDATION,0.7,0.7272727272727273,0.8888888888888888,0.5454545454545454,0.6963106238227913,8,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
4,TEST,0.48,0.6060606060606061,0.8333333333333334,0.15384615384615385,0.3580574370197165,8,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
5,VALIDATION,0.65,0.5882352941176471,0.5,0.8,0.6324555320336759,8,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
5,TEST,0.68,0.5,0.36363636363636365,0.9285714285714286,0.5810872031479765,8,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
MEAN,VALIDATION,0.7,0.6459187870952576,0.6333333333333333,0.76,0.6654770345019306,8,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
MEAN,TEST,0.52,0.44827094474153295,0.4727272727272728,0.554945054945055,0.43396376177580775,8,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
1,VALIDATION,0.75,0.782608695652174,1.0,0.5454545454545454,0.7385489458759964,8,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
1,TEST,0.6,0.6875,0.9166666666666666,0.3076923076923077,0.5310850045437944,8,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
2,VALIDATION,0.55,0.6666666666666666,1.0,0.18181818181818182,0.4264014327112209,8,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
2,TEST,0.52,0.6,0.75,0.3076923076923077,0.4803844614152614,8,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
3,VALIDATION,0.65,0.6956521739130435,0.8888888888888888,0.45454545454545453,0.6356417261637282,8,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
3,TEST,0.6,0.6875,0.9166666666666666,0.3076923076923077,0.5310850045437944,8,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
4,VALIDATION,0.45,0.5217391304347826,0.6666666666666666,0.2727272727272727,0.42640143271122083,8,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
4,TEST,0.48,0.5517241379310345,0.6666666666666666,0.3076923076923077,0.4529108136578383,8,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
5,VALIDATION,0.65,0.6666666666666666,0.7,0.6,0.648074069840786,8,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
5,TEST,0.72,0.6666666666666666,0.6363636363636364,0.7857142857142857,0.7071067811865476,8,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
MEAN,VALIDATION,0.6100000000000001,0.6666666666666666,0.8511111111111112,0.41090909090909095,0.5750135214605904,8,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
MEAN,TEST,0.584,0.6386781609195402,0.7772727272727271,0.4032967032967033,0.5405144130694473,8,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
1,VALIDATION,0.7,0.7272727272727273,0.8888888888888888,0.5454545454545454,0.6963106238227913,8,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
1,TEST,0.68,0.7142857142857143,0.8333333333333334,0.5384615384615384,0.6698641270570836,8,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
2,VALIDATION,0.65,0.6666666666666666,0.7777777777777778,0.5454545454545454,0.6513389472789296,8,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
2,TEST,0.4,0.4,0.4166666666666667,0.38461538461538464,0.40032038451271784,8,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
3,VALIDATION,0.75,0.6153846153846154,0.4444444444444444,1.0,0.6666666666666666,8,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
3,TEST,0.76,0.75,0.75,0.7692307692307693,0.75955452531275,8,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
4,VALIDATION,0.5,0.5833333333333334,0.7777777777777778,0.2727272727272727,0.4605661864718383,8,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
4,TEST,0.56,0.6206896551724138,0.75,0.38461538461538464,0.5370861555295747,8,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
5,VALIDATION,0.65,0.631578947368421,0.6,0.7,0.648074069840786,8,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
5,TEST,0.72,0.5882352941176471,0.45454545454545453,0.9285714285714286,0.6496752435470525,8,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
MEAN,VALIDATION,0.65,0.6448472580051527,0.6977777777777777,0.6127272727272727,0.6245912988162023,8,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
MEAN,TEST,0.624,0.614642132715155,0.6409090909090909,0.6010989010989011,0.6033000871918357,8,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
1,VALIDATION,0.7,0.7,0.7777777777777778,0.6363636363636364,0.7035264706814485,8,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
1,TEST,0.48,0.43478260869565216,0.4166666666666667,0.5384615384615384,0.47366546671567095,8,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
2,VALIDATION,0.7,0.625,0.5555555555555556,0.8181818181818182,0.6741998624632421,8,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
2,TEST,0.44,0.3,0.25,0.6153846153846154,0.3922322702763681,8,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
3,VALIDATION,0.75,0.7368421052631579,0.7777777777777778,0.7272727272727273,0.7521014330903549,8,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
3,TEST,0.6,0.6666666666666666,0.8333333333333334,0.38461538461538464,0.5661385170722979,8,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
4,VALIDATION,0.6,0.5555555555555556,0.5555555555555556,0.6363636363636364,0.5945883900105632,8,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
4,TEST,0.48,0.5185185185185185,0.5833333333333334,0.38461538461538464,0.47366546671567095,8,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
5,VALIDATION,0.65,0.6956521739130435,0.8,0.5,0.6324555320336759,8,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
5,TEST,0.64,0.6086956521739131,0.6363636363636364,0.6428571428571429,0.6396021490668313,8,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
MEAN,VALIDATION,0.6799999999999999,0.6626099669463513,0.6933333333333334,0.6636363636363636,0.671374337655857,8,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
MEAN,TEST,0.528,0.50573268921095,0.543939393939394,0.5131868131868131,0.5090607739693679,8,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
1,VALIDATION,0.7,0.75,1.0,0.45454545454545453,0.674199862463242,8,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
1,TEST,0.56,0.6451612903225806,0.8333333333333334,0.3076923076923077,0.5063696835418333,8,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
2,VALIDATION,0.7,0.75,1.0,0.45454545454545453,0.674199862463242,8,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
2,TEST,0.6,0.6428571428571429,0.75,0.46153846153846156,0.5883484054145521,8,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
3,VALIDATION,0.75,0.7368421052631579,0.7777777777777778,0.7272727272727273,0.7521014330903549,8,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
3,TEST,0.68,0.7142857142857143,0.8333333333333334,0.5384615384615384,0.6698641270570836,8,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
4,VALIDATION,0.55,0.6086956521739131,0.7777777777777778,0.36363636363636365,0.5318160234783105,8,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
4,TEST,0.48,0.6060606060606061,0.8333333333333334,0.15384615384615385,0.3580574370197165,8,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
5,VALIDATION,0.65,0.6666666666666666,0.7,0.6,0.648074069840786,8,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
5,TEST,0.64,0.6086956521739131,0.6363636363636364,0.6428571428571429,0.6396021490668313,8,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
MEAN,VALIDATION,0.67,0.7024408848207475,0.8511111111111112,0.52,0.6560782502671871,8,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
MEAN,TEST,0.5920000000000001,0.6434120811399914,0.7772727272727273,0.4208791208791209,0.5524483604200034,8,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
1,VALIDATION,0.75,0.782608695652174,1.0,0.5454545454545454,0.7385489458759964,8,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
1,TEST,0.64,0.7096774193548387,0.9166666666666666,0.38461538461538464,0.5937710859953544,8,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
2,VALIDATION,0.6,0.6923076923076923,1.0,0.2727272727272727,0.5222329678670935,8,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
2,TEST,0.44,0.5,0.5833333333333334,0.3076923076923077,0.42365927286816174,8,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
3,VALIDATION,0.5,0.6153846153846154,0.8888888888888888,0.18181818181818182,0.40201512610368484,8,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
3,TEST,0.48,0.6486486486486487,1.0,0.0,0.0,8,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
4,VALIDATION,0.5,0.6428571428571429,1.0,0.09090909090909091,0.30151134457776363,8,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
4,TEST,0.48,0.6486486486486487,1.0,0.0,0.0,8,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
5,VALIDATION,0.65,0.72,0.9,0.4,0.6000000000000001,8,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
5,TEST,0.6,0.6428571428571429,0.8181818181818182,0.42857142857142855,0.592156525463792,8,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
MEAN,VALIDATION,0.6,0.6906316292403248,0.9577777777777777,0.29818181818181816,0.5128616768849077,8,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
MEAN,TEST,0.528,0.6299663719018558,0.8636363636363636,0.22417582417582418,0.3219173768654617,8,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
1,VALIDATION,0.65,0.5882352941176471,0.5555555555555556,0.7272727272727273,0.6356417261637283,16,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
1,TEST,0.56,0.42105263157894735,0.3333333333333333,0.7692307692307693,0.5063696835418333,16,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
2,VALIDATION,0.8,0.8,0.8888888888888888,0.7272727272727273,0.8040302522073697,16,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
2,TEST,0.44,0.5,0.5833333333333334,0.3076923076923077,0.42365927286816174,16,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
3,VALIDATION,0.7,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.6963106238227914,16,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
3,TEST,0.52,0.5384615384615384,0.5833333333333334,0.46153846153846156,0.5188745216627708,16,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
4,VALIDATION,0.6,0.5555555555555556,0.5555555555555556,0.6363636363636364,0.5945883900105632,16,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
4,TEST,0.56,0.5217391304347826,0.5,0.6153846153846154,0.5547001962252291,16,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
5,VALIDATION,0.75,0.7058823529411765,0.6,0.9,0.7348469228349535,16,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
5,TEST,0.44,0.125,0.09090909090909091,0.7142857142857143,0.2548235957188128,16,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
MEAN,VALIDATION,0.7000000000000001,0.6632679738562091,0.6533333333333334,0.7436363636363635,0.6930835830078813,16,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
MEAN,TEST,0.504,0.4212506600950537,0.41818181818181815,0.5736263736263737,0.45168545400336163,16,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
1,VALIDATION,0.75,0.7619047619047619,0.8888888888888888,0.6363636363636364,0.7521014330903549,16,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
1,TEST,0.76,0.7692307692307693,0.8333333333333334,0.6923076923076923,0.75955452531275,16,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
2,VALIDATION,0.55,0.6086956521739131,0.7777777777777778,0.36363636363636365,0.5318160234783105,16,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
2,TEST,0.44,0.46153846153846156,0.5,0.38461538461538464,0.4385290096535146,16,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
3,VALIDATION,0.75,0.7368421052631579,0.7777777777777778,0.7272727272727273,0.7521014330903549,16,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
3,TEST,0.8,0.8148148148148148,0.9166666666666666,0.6923076923076923,0.7966275068156915,16,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
4,VALIDATION,0.55,0.5714285714285714,0.6666666666666666,0.45454545454545453,0.5504818825631803,16,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
4,TEST,0.52,0.625,0.8333333333333334,0.23076923076923078,0.4385290096535146,16,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
5,VALIDATION,0.65,0.6666666666666666,0.7,0.6,0.648074069840786,16,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
5,TEST,0.64,0.6086956521739131,0.6363636363636364,0.6428571428571429,0.6396021490668313,16,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
MEAN,VALIDATION,0.6499999999999999,0.6691075514874142,0.7622222222222221,0.5563636363636364,0.6469149684125972,16,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
MEAN,TEST,0.632,0.6558559395515917,0.7439393939393939,0.5285714285714286,0.6145684401004604,16,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
1,VALIDATION,0.65,0.72,1.0,0.36363636363636365,0.6030226891555273,16,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
1,TEST,0.52,0.625,0.8333333333333334,0.23076923076923078,0.4385290096535146,16,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
2,VALIDATION,0.55,0.6666666666666666,1.0,0.18181818181818182,0.4264014327112209,16,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
2,TEST,0.52,0.6,0.75,0.3076923076923077,0.4803844614152614,16,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
3,VALIDATION,0.65,0.5333333333333333,0.4444444444444444,0.8181818181818182,0.6030226891555273,16,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
3,TEST,0.64,0.6666666666666666,0.75,0.5384615384615384,0.6354889093022426,16,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
4,VALIDATION,0.45,0.15384615384615385,0.1111111111111111,0.7272727272727273,0.28426762180748055,16,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
4,TEST,0.52,0.14285714285714285,0.08333333333333333,0.9230769230769231,0.2773500981126146,16,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
5,VALIDATION,0.55,0.6086956521739131,0.7,0.4,0.529150262212918,16,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
5,TEST,0.68,0.6923076923076923,0.8181818181818182,0.5714285714285714,0.6837634587578277,16,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
MEAN,VALIDATION,0.5700000000000001,0.5365083612040134,0.6511111111111111,0.49818181818181817,0.48917293900853476,16,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
MEAN,TEST,0.5760000000000001,0.5453663003663003,0.6469696969696971,0.5142857142857142,0.5031031874482922,16,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
1,VALIDATION,0.55,0.5714285714285714,0.6666666666666666,0.45454545454545453,0.5504818825631803,16,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
1,TEST,0.64,0.5714285714285714,0.5,0.7692307692307693,0.6201736729460423,16,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
2,VALIDATION,0.65,0.631578947368421,0.6666666666666666,0.6363636363636364,0.6513389472789296,16,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
2,TEST,0.48,0.43478260869565216,0.4166666666666667,0.5384615384615384,0.47366546671567095,16,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
3,VALIDATION,0.7,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.6963106238227914,16,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
3,TEST,0.56,0.5217391304347826,0.5,0.6153846153846154,0.5547001962252291,16,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
4,VALIDATION,0.6,0.5,0.4444444444444444,0.7272727272727273,0.5685352436149611,16,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
4,TEST,0.48,0.43478260869565216,0.4166666666666667,0.5384615384615384,0.47366546671567095,16,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
5,VALIDATION,0.65,0.631578947368421,0.6,0.7,0.648074069840786,16,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
5,TEST,0.84,0.8181818181818182,0.8181818181818182,0.8571428571428571,0.8374357893586238,16,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
MEAN,VALIDATION,0.63,0.6002506265664159,0.6088888888888889,0.649090909090909,0.6229481534241297,16,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
MEAN,TEST,0.6,0.5561829474872952,0.5303030303030304,0.6637362637362638,0.5919281183922475,16,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
1,VALIDATION,0.8,0.8181818181818182,1.0,0.6363636363636364,0.7977240352174656,16,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
1,TEST,0.68,0.6923076923076923,0.75,0.6153846153846154,0.6793662204867574,16,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
2,VALIDATION,0.6,0.6666666666666666,0.8888888888888888,0.36363636363636365,0.5685352436149611,16,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
2,TEST,0.44,0.46153846153846156,0.5,0.38461538461538464,0.4385290096535146,16,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
3,VALIDATION,0.45,0.56,0.7777777777777778,0.18181818181818182,0.37605071654517747,16,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
3,TEST,0.64,0.7096774193548387,0.9166666666666666,0.38461538461538464,0.5937710859953544,16,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
4,VALIDATION,0.55,0.6086956521739131,0.7777777777777778,0.36363636363636365,0.5318160234783105,16,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
4,TEST,0.52,0.625,0.8333333333333334,0.23076923076923078,0.4385290096535146,16,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
5,VALIDATION,0.6,0.6923076923076923,0.9,0.3,0.5196152422706632,16,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
5,TEST,0.64,0.6666666666666666,0.8181818181818182,0.5,0.6396021490668313,16,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
MEAN,VALIDATION,0.6,0.6691703658660181,0.8688888888888888,0.3690909090909091,0.5587482522253155,16,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
MEAN,TEST,0.5840000000000001,0.6310380479735318,0.7636363636363637,0.4230769230769231,0.5579594949711945,16,0.001,1e-05,0.3,8,resize_cube128_hu_m300_1400
1,VALIDATION,0.75,0.782608695652174,1.0,0.5454545454545454,0.7385489458759964,16,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
1,TEST,0.68,0.7142857142857143,0.8333333333333334,0.5384615384615384,0.6698641270570836,16,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
2,VALIDATION,0.5,0.6428571428571429,1.0,0.09090909090909091,0.30151134457776363,16,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
2,TEST,0.48,0.6060606060606061,0.8333333333333334,0.15384615384615385,0.3580574370197165,16,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
3,VALIDATION,0.45,0.5925925925925926,0.8888888888888888,0.09090909090909091,0.28426762180748055,16,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
3,TEST,0.6,0.6875,0.9166666666666666,0.3076923076923077,0.5310850045437944,16,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
4,VALIDATION,0.45,0.42105263157894735,0.4444444444444444,0.45454545454545453,0.4494665749754947,16,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
4,TEST,0.56,0.56,0.5833333333333334,0.5384615384615384,0.560448538317805,16,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
5,VALIDATION,0.65,0.72,0.9,0.4,0.6000000000000001,16,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
5,TEST,0.6,0.6428571428571429,0.8181818181818182,0.42857142857142855,0.592156525463792,16,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
MEAN,VALIDATION,0.5599999999999999,0.6318222125361714,0.8466666666666667,0.3163636363636364,0.4747588974473471,16,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
MEAN,TEST,0.5840000000000001,0.6421406926406926,0.7969696969696971,0.3934065934065934,0.5423223264804383,16,0.001,1e-05,0.5,8,resize_cube128_hu_m300_1400
1,VALIDATION,0.7,0.7,0.7777777777777778,0.6363636363636364,0.7035264706814485,32,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
1,TEST,0.68,0.6,0.5,0.8461538461538461,0.6504436355879909,32,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
2,VALIDATION,0.7,0.7272727272727273,0.8888888888888888,0.5454545454545454,0.6963106238227913,32,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
2,TEST,0.52,0.5714285714285714,0.6666666666666666,0.38461538461538464,0.5063696835418333,32,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
3,VALIDATION,0.7,0.7272727272727273,0.8888888888888888,0.5454545454545454,0.6963106238227913,32,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
3,TEST,0.76,0.7692307692307693,0.8333333333333334,0.6923076923076923,0.75955452531275,32,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
4,VALIDATION,0.55,0.47058823529411764,0.4444444444444444,0.6363636363636364,0.5318160234783105,32,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
4,TEST,0.48,0.48,0.5,0.46153846153846156,0.4803844614152614,32,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
5,VALIDATION,0.65,0.6666666666666666,0.7,0.6,0.648074069840786,32,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
5,TEST,0.76,0.7,0.6363636363636364,0.8571428571428571,0.7385489458759964,32,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
MEAN,VALIDATION,0.6599999999999999,0.6583600713012477,0.74,0.5927272727272727,0.6552075623292255,32,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
MEAN,TEST,0.64,0.6241318681318682,0.6272727272727272,0.6483516483516484,0.6270602503467664,32,0.001,0.0,0.0,8,resize_cube128_hu_m300_1400
1,VALIDATION,0.8,0.8181818181818182,1.0,0.6363636363636364,0.7977240352174656,32,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
1,TEST,0.68,0.6923076923076923,0.75,0.6153846153846154,0.6793662204867574,32,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
2,VALIDATION,0.65,0.72,1.0,0.36363636363636365,0.6030226891555273,32,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
2,TEST,0.52,0.5714285714285714,0.6666666666666666,0.38461538461538464,0.5063696835418333,32,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
3,VALIDATION,0.75,0.7368421052631579,0.7777777777777778,0.7272727272727273,0.7521014330903549,32,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
3,TEST,0.76,0.7857142857142857,0.9166666666666666,0.6153846153846154,0.7510676161988108,32,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
4,VALIDATION,0.5,0.5,0.5555555555555556,0.45454545454545453,0.502518907629606,32,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
4,TEST,0.48,0.5517241379310345,0.6666666666666666,0.3076923076923077,0.4529108136578383,32,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
5,VALIDATION,0.65,0.631578947368421,0.6,0.7,0.648074069840786,32,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
5,TEST,0.72,0.5882352941176471,0.45454545454545453,0.9285714285714286,0.6496752435470525,32,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
MEAN,VALIDATION,0.67,0.6813205741626793,0.7866666666666666,0.5763636363636364,0.6606882269867479,32,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
MEAN,TEST,0.632,0.6378819962998462,0.6909090909090908,0.5703296703296703,0.6078779154864585,32,0.001,0.0,0.3,8,resize_cube128_hu_m300_1400
1,VALIDATION,0.7,0.7,0.7777777777777778,0.6363636363636364,0.7035264706814485,32,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
1,TEST,0.68,0.6666666666666666,0.6666666666666666,0.6923076923076923,0.6793662204867574,32,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
2,VALIDATION,0.4,0.45454545454545453,0.5555555555555556,0.2727272727272727,0.3892494720807615,32,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
2,TEST,0.44,0.46153846153846156,0.5,0.38461538461538464,0.4385290096535146,32,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
3,VALIDATION,0.7,0.7,0.7777777777777778,0.6363636363636364,0.7035264706814485,32,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
3,TEST,0.56,0.6451612903225806,0.8333333333333334,0.3076923076923077,0.5063696835418333,32,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
4,VALIDATION,0.55,0.6086956521739131,0.7777777777777778,0.36363636363636365,0.5318160234783105,32,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
4,TEST,0.56,0.6666666666666666,0.9166666666666666,0.23076923076923078,0.45993310550389993,32,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
5,VALIDATION,0.6,0.6363636363636364,0.7,0.5,0.5916079783099616,32,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
5,TEST,0.68,0.6666666666666666,0.7272727272727273,0.6428571428571429,0.6837634587578277,32,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
MEAN,VALIDATION,0.5900000000000001,0.6199209486166007,0.7177777777777777,0.4818181818181818,0.583945283046386,32,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
MEAN,TEST,0.5840000000000001,0.6213399503722083,0.7287878787878788,0.45164835164835165,0.5535922955887665,32,0.001,0.0,0.5,8,resize_cube128_hu_m300_1400
1,VALIDATION,0.7,0.7272727272727273,0.8888888888888888,0.5454545454545454,0.6963106238227913,32,0.001,1e-05,0.0,8,resize_cube128_hu_m300_1400
