fold,set,accuracy,f1,tpr,tnr,gmean,batch_size,learning_rate,weight_decay,dropout_prob,seed,preprocessed_dir
1,VALIDATION,0.65,0.6956521739130435,0.8888888888888888,0.45454545454545453,0.6356417261637282,16,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
1,TEST,0.64,0.7096774193548387,0.9166666666666666,0.38461538461538464,0.5937710859953544,16,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.6,0.6666666666666666,0.8888888888888888,0.36363636363636365,0.5685352436149611,16,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
2,TEST,0.48,0.5185185185185185,0.5833333333333334,0.38461538461538464,0.47366546671567095,16,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.75,0.7368421052631579,0.7777777777777778,0.7272727272727273,0.7521014330903549,16,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
3,TEST,0.48,0.48,0.5,0.46153846153846156,0.4803844614152614,16,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.5,0.5833333333333334,0.7777777777777778,0.2727272727272727,0.4605661864718383,16,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
4,TEST,0.56,0.6451612903225806,0.8333333333333334,0.3076923076923077,0.5063696835418333,16,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.6,0.6,0.6,0.6,0.6,16,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
5,TEST,0.72,0.5882352941176471,0.45454545454545453,0.9285714285714286,0.6496752435470525,16,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.62,0.6564988558352403,0.7866666666666666,0.4836363636363636,0.6033689178681765,16,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
MEAN,TEST,0.576,0.5883185044627169,0.6575757575757576,0.49340659340659343,0.5407731882430346,16,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
1,VALIDATION,0.6,0.6363636363636364,0.7777777777777778,0.45454545454545453,0.5945883900105632,16,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
1,TEST,0.68,0.6923076923076923,0.75,0.6153846153846154,0.6793662204867574,16,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.5,0.16666666666666666,0.1111111111111111,0.8181818181818182,0.30151134457776363,16,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
2,TEST,0.44,0.0,0.0,0.8461538461538461,0.0,16,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.6,0.3333333333333333,0.2222222222222222,0.9090909090909091,0.4494665749754947,16,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
3,TEST,0.76,0.7692307692307693,0.8333333333333334,0.6923076923076923,0.75955452531275,16,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.45,0.5217391304347826,0.6666666666666666,0.2727272727272727,0.42640143271122083,16,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
4,TEST,0.6,0.6875,0.9166666666666666,0.3076923076923077,0.5310850045437944,16,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.65,0.6956521739130435,0.8,0.5,0.6324555320336759,16,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
5,TEST,0.6,0.6428571428571429,0.8181818181818182,0.42857142857142855,0.592156525463792,16,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.56,0.4707509881422925,0.5155555555555555,0.5909090909090908,0.4808846548617437,16,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
MEAN,TEST,0.616,0.5583791208791209,0.6636363636363637,0.578021978021978,0.5124324551614188,16,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
1,VALIDATION,0.65,0.631578947368421,0.6666666666666666,0.6363636363636364,0.6513389472789296,16,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
1,TEST,0.44,0.5,0.5833333333333334,0.3076923076923077,0.42365927286816174,16,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.7,0.7272727272727273,0.8888888888888888,0.5454545454545454,0.6963106238227913,16,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
2,TEST,0.44,0.5333333333333333,0.6666666666666666,0.23076923076923078,0.3922322702763681,16,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.7,0.7,0.7777777777777778,0.6363636363636364,0.7035264706814485,16,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
3,TEST,0.6,0.5454545454545454,0.5,0.6923076923076923,0.5883484054145521,16,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.6,0.5555555555555556,0.5555555555555556,0.6363636363636364,0.5945883900105632,16,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
4,TEST,0.68,0.6363636363636364,0.5833333333333334,0.7692307692307693,0.6698641270570838,16,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.65,0.6956521739130435,0.8,0.5,0.6324555320336759,16,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
5,TEST,0.68,0.6,0.5454545454545454,0.7857142857142857,0.6546536707079771,16,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.6599999999999999,0.6620118808219494,0.7377777777777776,0.5909090909090908,0.6556439927654817,16,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
MEAN,TEST,0.5680000000000001,0.563030303030303,0.5757575757575758,0.5571428571428572,0.5457515492648286,16,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
1,VALIDATION,0.65,0.6666666666666666,0.7777777777777778,0.5454545454545454,0.6513389472789296,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
1,TEST,0.6,0.6153846153846154,0.6666666666666666,0.5384615384615384,0.599144689515278,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.7,0.7272727272727273,0.8888888888888888,0.5454545454545454,0.6963106238227913,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
2,TEST,0.48,0.48,0.5,0.46153846153846156,0.4803844614152614,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.55,0.64,0.8888888888888888,0.2727272727272727,0.4923659639173309,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
3,TEST,0.72,0.7586206896551724,0.9166666666666666,0.5384615384615384,0.7025594235292439,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.45,0.42105263157894735,0.4444444444444444,0.45454545454545453,0.4494665749754947,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
4,TEST,0.56,0.5925925925925926,0.6666666666666666,0.46153846153846156,0.5547001962252291,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.7,0.6666666666666666,0.6,0.8,0.6928203230275509,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
5,TEST,0.72,0.5333333333333333,0.36363636363636365,1.0,0.6030226891555273,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.61,0.6243317384370016,0.72,0.5236363636363637,0.5964604866044194,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
MEAN,TEST,0.616,0.5959862461931428,0.6227272727272727,0.6,0.5879622919681079,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
1,VALIDATION,0.55,0.18181818181818182,0.1111111111111111,0.9090909090909091,0.3178208630818641,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
1,TEST,0.56,0.15384615384615385,0.08333333333333333,1.0,0.28867513459481287,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.55,0.6666666666666666,1.0,0.18181818181818182,0.4264014327112209,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
2,TEST,0.48,0.6060606060606061,0.8333333333333334,0.15384615384615385,0.3580574370197165,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.55,0.6086956521739131,0.7777777777777778,0.36363636363636365,0.5318160234783105,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
3,TEST,0.6,0.7058823529411765,1.0,0.23076923076923078,0.4803844614152614,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.5,0.6153846153846154,0.8888888888888888,0.18181818181818182,0.40201512610368484,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
4,TEST,0.48,0.6486486486486487,1.0,0.0,0.0,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.5,0.6153846153846154,0.8,0.2,0.4,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
5,TEST,0.68,0.7333333333333333,1.0,0.42857142857142855,0.6546536707079771,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.53,0.5375899462855984,0.7155555555555555,0.3672727272727273,0.415610689075016,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
MEAN,TEST,0.56,0.5695542189659837,0.7833333333333334,0.3626373626373626,0.35635414074755356,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
1,VALIDATION,0.65,0.6666666666666666,0.7777777777777778,0.5454545454545454,0.6513389472789296,32,0.001,0.0,0.0,8,resize_cube64_hu_m600_1500
1,TEST,0.6,0.5833333333333334,0.5833333333333334,0.6153846153846154,0.5991446895152781,32,0.001,0.0,0.0,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.75,0.7619047619047619,0.8888888888888888,0.6363636363636364,0.7521014330903549,32,0.001,0.0,0.0,8,resize_cube64_hu_m600_1500
2,TEST,0.48,0.5806451612903226,0.75,0.23076923076923078,0.41602514716892186,32,0.001,0.0,0.0,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.8,0.7777777777777778,0.7777777777777778,0.8181818181818182,0.7977240352174657,32,0.001,0.0,0.0,8,resize_cube64_hu_m600_1500
3,TEST,0.44,0.36363636363636365,0.3333333333333333,0.5384615384615384,0.4236592728681617,32,0.001,0.0,0.0,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.65,0.46153846153846156,0.3333333333333333,0.9090909090909091,0.5504818825631803,32,0.001,0.0,0.0,8,resize_cube64_hu_m600_1500
4,TEST,0.52,0.14285714285714285,0.08333333333333333,0.9230769230769231,0.2773500981126146,32,0.001,0.0,0.0,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.6,0.5555555555555556,0.5,0.7,0.5916079783099616,32,0.001,0.0,0.0,8,resize_cube64_hu_m600_1500
5,TEST,0.72,0.5882352941176471,0.45454545454545453,0.9285714285714286,0.6496752435470525,32,0.001,0.0,0.0,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.6900000000000001,0.6446886446886447,0.6555555555555556,0.7218181818181819,0.6686508552919784,32,0.001,0.0,0.0,8,resize_cube64_hu_m600_1500
MEAN,TEST,0.5519999999999999,0.45174145904696195,0.4409090909090909,0.6472527472527473,0.4731708902424058,32,0.001,0.0,0.0,8,resize_cube64_hu_m600_1500
1,VALIDATION,0.75,0.7619047619047619,0.8888888888888888,0.6363636363636364,0.7521014330903549,32,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
1,TEST,0.64,0.6896551724137931,0.8333333333333334,0.46153846153846156,0.6201736729460423,32,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.7,0.75,1.0,0.45454545454545453,0.674199862463242,32,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
2,TEST,0.48,0.48,0.5,0.46153846153846156,0.4803844614152614,32,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.65,0.6956521739130435,0.8888888888888888,0.45454545454545453,0.6356417261637282,32,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
3,TEST,0.64,0.7272727272727273,1.0,0.3076923076923077,0.5547001962252291,32,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.5,0.6153846153846154,0.8888888888888888,0.18181818181818182,0.40201512610368484,32,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
4,TEST,0.48,0.6486486486486487,1.0,0.0,0.0,32,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.65,0.6666666666666666,0.7,0.6,0.648074069840786,32,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
5,TEST,0.72,0.6956521739130435,0.7272727272727273,0.7142857142857143,0.7207499701564473,32,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.65,0.6979216435738175,0.8733333333333333,0.46545454545454545,0.6224064435323592,32,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
MEAN,TEST,0.592,0.6482457444496424,0.8121212121212121,0.38901098901098907,0.4752016601485961,32,0.001,0.0,0.3,8,resize_cube64_hu_m600_1500
1,VALIDATION,0.65,0.6956521739130435,0.8888888888888888,0.45454545454545453,0.6356417261637282,32,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
1,TEST,0.6,0.6875,0.9166666666666666,0.3076923076923077,0.5310850045437944,32,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.55,0.6666666666666666,1.0,0.18181818181818182,0.4264014327112209,32,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
2,TEST,0.44,0.5625,0.75,0.15384615384615385,0.3396831102433787,32,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.6,0.6363636363636364,0.7777777777777778,0.45454545454545453,0.5945883900105632,32,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
3,TEST,0.68,0.75,1.0,0.38461538461538464,0.6201736729460423,32,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.5,0.2857142857142857,0.2222222222222222,0.7272727272727273,0.40201512610368484,32,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
4,TEST,0.44,0.125,0.08333333333333333,0.7692307692307693,0.25318484177091666,32,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.6,0.6363636363636364,0.7,0.5,0.5916079783099616,32,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
5,TEST,0.64,0.6086956521739131,0.6363636363636364,0.6428571428571429,0.6396021490668313,32,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.5800000000000001,0.5841520798042537,0.7177777777777777,0.4636363636363637,0.5300509306598318,32,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
MEAN,TEST,0.56,0.5467391304347826,0.6772727272727272,0.45164835164835165,0.47674575571419264,32,0.001,0.0,0.5,8,resize_cube64_hu_m600_1500
1,VALIDATION,0.7,0.7,0.7777777777777778,0.6363636363636364,0.7035264706814485,32,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
1,TEST,0.64,0.64,0.6666666666666666,0.6153846153846154,0.6405126152203485,32,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.65,0.46153846153846156,0.3333333333333333,0.9090909090909091,0.5504818825631803,32,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
2,TEST,0.64,0.47058823529411764,0.3333333333333333,0.9230769230769231,0.5547001962252291,32,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.8,0.75,0.6666666666666666,0.9090909090909091,0.7784989441615229,32,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
3,TEST,0.52,0.45454545454545453,0.4166666666666667,0.6153846153846154,0.5063696835418333,32,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.6,0.42857142857142855,0.3333333333333333,0.8181818181818182,0.5222329678670935,32,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
4,TEST,0.48,0.13333333333333333,0.08333333333333333,0.8461538461538461,0.2655425022718972,32,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.65,0.6956521739130435,0.8,0.5,0.6324555320336759,32,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
5,TEST,0.72,0.6956521739130435,0.7272727272727273,0.7142857142857143,0.7207499701564473,32,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.68,0.6071524128045866,0.5822222222222223,0.7545454545454546,0.6374391594613843,32,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
MEAN,TEST,0.6,0.47882383941718987,0.4454545454545455,0.742857142857143,0.5375749934831511,32,0.001,1e-05,0.0,8,resize_cube64_hu_m600_1500
1,VALIDATION,0.75,0.7619047619047619,0.8888888888888888,0.6363636363636364,0.7521014330903549,32,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
1,TEST,0.72,0.7407407407407407,0.8333333333333334,0.6153846153846154,0.716114874039433,32,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.55,0.47058823529411764,0.4444444444444444,0.6363636363636364,0.5318160234783105,32,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
2,TEST,0.4,0.2857142857142857,0.25,0.5384615384615384,0.3668996928526714,32,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.75,0.7058823529411765,0.6666666666666666,0.8181818181818182,0.7385489458759964,32,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
3,TEST,0.72,0.7407407407407407,0.8333333333333334,0.6153846153846154,0.716114874039433,32,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.55,0.5714285714285714,0.6666666666666666,0.45454545454545453,0.5504818825631803,32,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
4,TEST,0.44,0.5333333333333333,0.6666666666666666,0.23076923076923078,0.3922322702763681,32,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.6,0.6666666666666666,0.8,0.4,0.5656854249492381,32,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
5,TEST,0.68,0.7333333333333333,1.0,0.42857142857142855,0.6546536707079771,32,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.6399999999999999,0.6352941176470588,0.6933333333333334,0.5890909090909091,0.6277267419914161,32,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
MEAN,TEST,0.5920000000000001,0.6067724867724869,0.7166666666666667,0.48571428571428565,0.5692030763831765,32,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
1,VALIDATION,0.7,0.7,0.7777777777777778,0.6363636363636364,0.7035264706814485,32,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
1,TEST,0.68,0.6666666666666666,0.6666666666666666,0.6923076923076923,0.6793662204867574,32,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.45,0.47619047619047616,0.5555555555555556,0.36363636363636365,0.44946657497549475,32,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
2,TEST,0.4,0.4,0.4166666666666667,0.38461538461538464,0.40032038451271784,32,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.55,0.6666666666666666,1.0,0.18181818181818182,0.4264014327112209,32,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
3,TEST,0.48,0.6486486486486487,1.0,0.0,0.0,32,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.45,0.15384615384615385,0.1111111111111111,0.7272727272727273,0.28426762180748055,32,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
4,TEST,0.52,0.0,0.0,1.0,0.0,32,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.6,0.6363636363636364,0.7,0.5,0.5916079783099616,32,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
5,TEST,0.68,0.6923076923076923,0.8181818181818182,0.5714285714285714,0.6837634587578277,32,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.55,0.5266133866133865,0.6288888888888889,0.4818181818181818,0.4910540156971213,32,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
MEAN,TEST,0.552,0.4815246015246015,0.5803030303030303,0.5296703296703296,0.3526900127514606,32,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
1,VALIDATION,0.65,0.6956521739130435,0.8888888888888888,0.45454545454545453,0.6356417261637282,4,0.001,0.0,0.0,8,resize_cube64_hu_m300_1400
1,TEST,0.52,0.5,0.5,0.5384615384615384,0.5188745216627708,4,0.001,0.0,0.0,8,resize_cube64_hu_m300_1400
2,VALIDATION,0.7,0.75,1.0,0.45454545454545453,0.674199862463242,4,0.001,0.0,0.0,8,resize_cube64_hu_m300_1400
2,TEST,0.56,0.6857142857142857,1.0,0.15384615384615385,0.3922322702763681,4,0.001,0.0,0.0,8,resize_cube64_hu_m300_1400
3,VALIDATION,0.85,0.8,0.6666666666666666,1.0,0.816496580927726,4,0.001,0.0,0.0,8,resize_cube64_hu_m300_1400
3,TEST,0.6,0.5,0.4166666666666667,0.7692307692307693,0.5661385170722979,4,0.001,0.0,0.0,8,resize_cube64_hu_m300_1400
4,VALIDATION,0.6,0.6,0.6666666666666666,0.5454545454545454,0.6030226891555273,4,0.001,0.0,0.0,8,resize_cube64_hu_m300_1400
4,TEST,0.48,0.48,0.5,0.46153846153846156,0.4803844614152614,4,0.001,0.0,0.0,8,resize_cube64_hu_m300_1400
5,VALIDATION,0.65,0.6666666666666666,0.7,0.6,0.648074069840786,4,0.001,0.0,0.0,8,resize_cube64_hu_m300_1400
5,TEST,0.6,0.5833333333333334,0.6363636363636364,0.5714285714285714,0.6030226891555273,4,0.001,0.0,0.0,8,resize_cube64_hu_m300_1400
MEAN,VALIDATION,0.6900000000000001,0.702463768115942,0.7844444444444443,0.610909090909091,0.6754869857102019,4,0.001,0.0,0.0,8,resize_cube64_hu_m300_1400
MEAN,TEST,0.552,0.5498095238095237,0.6106060606060606,0.4989010989010989,0.5121304919164451,4,0.001,0.0,0.0,8,resize_cube64_hu_m300_1400
1,VALIDATION,0.75,0.782608695652174,1.0,0.5454545454545454,0.7385489458759964,4,0.001,0.0,0.3,8,resize_cube64_hu_m300_1400
1,TEST,0.56,0.6666666666666666,0.9166666666666666,0.23076923076923078,0.45993310550389993,4,0.001,0.0,0.3,8,resize_cube64_hu_m300_1400
2,VALIDATION,0.75,0.7619047619047619,0.8888888888888888,0.6363636363636364,0.7521014330903549,4,0.001,0.0,0.3,8,resize_cube64_hu_m300_1400
2,TEST,0.4,0.4,0.4166666666666667,0.38461538461538464,0.40032038451271784,4,0.001,0.0,0.3,8,resize_cube64_hu_m300_1400
3,VALIDATION,0.8,0.8,0.8888888888888888,0.7272727272727273,0.8040302522073697,4,0.001,0.0,0.3,8,resize_cube64_hu_m300_1400
3,TEST,0.6,0.6666666666666666,0.8333333333333334,0.38461538461538464,0.5661385170722979,4,0.001,0.0,0.3,8,resize_cube64_hu_m300_1400
4,VALIDATION,0.55,0.5714285714285714,0.6666666666666666,0.45454545454545453,0.5504818825631803,4,0.001,0.0,0.3,8,resize_cube64_hu_m300_1400
4,TEST,0.48,0.6060606060606061,0.8333333333333334,0.15384615384615385,0.3580574370197165,4,0.001,0.0,0.3,8,resize_cube64_hu_m300_1400
5,VALIDATION,0.75,0.8,1.0,0.5,0.7071067811865476,4,0.001,0.0,0.3,8,resize_cube64_hu_m300_1400
5,TEST,0.6,0.6428571428571429,0.8181818181818182,0.42857142857142855,0.592156525463792,4,0.001,0.0,0.3,8,resize_cube64_hu_m300_1400
MEAN,VALIDATION,0.72,0.7431884057971013,0.888888888888889,0.5727272727272726,0.7104538589846897,4,0.001,0.0,0.3,8,resize_cube64_hu_m300_1400
MEAN,TEST,0.528,0.5964502164502165,0.7636363636363637,0.31648351648351647,0.47532119391448485,4,0.001,0.0,0.3,8,resize_cube64_hu_m300_1400
1,VALIDATION,0.75,0.7619047619047619,0.8888888888888888,0.6363636363636364,0.7521014330903549,4,0.001,0.0,0.5,8,resize_cube64_hu_m300_1400
1,TEST,0.52,0.6,0.75,0.3076923076923077,0.4803844614152614,4,0.001,0.0,0.5,8,resize_cube64_hu_m300_1400
2,VALIDATION,0.55,0.6086956521739131,0.7777777777777778,0.36363636363636365,0.5318160234783105,4,0.001,0.0,0.5,8,resize_cube64_hu_m300_1400
2,TEST,0.32,0.37037037037037035,0.4166666666666667,0.23076923076923078,0.31008683647302115,4,0.001,0.0,0.5,8,resize_cube64_hu_m300_1400
3,VALIDATION,0.7,0.5714285714285714,0.4444444444444444,0.9090909090909091,0.6356417261637282,4,0.001,0.0,0.5,8,resize_cube64_hu_m300_1400
3,TEST,0.68,0.6923076923076923,0.75,0.6153846153846154,0.6793662204867574,4,0.001,0.0,0.5,8,resize_cube64_hu_m300_1400
4,VALIDATION,0.5,0.5454545454545454,0.6666666666666666,0.36363636363636365,0.49236596391733095,4,0.001,0.0,0.5,8,resize_cube64_hu_m300_1400
4,TEST,0.48,0.6285714285714286,0.9166666666666666,0.07692307692307693,0.2655425022718972,4,0.001,0.0,0.5,8,resize_cube64_hu_m300_1400
5,VALIDATION,0.6,0.6363636363636364,0.7,0.5,0.5916079783099616,4,0.001,0.0,0.5,8,resize_cube64_hu_m300_1400
5,TEST,0.72,0.72,0.8181818181818182,0.6428571428571429,0.7252406676228423,4,0.001,0.0,0.5,8,resize_cube64_hu_m300_1400
MEAN,VALIDATION,0.62,0.6247694334650856,0.6955555555555554,0.5545454545454546,0.6007066249919373,4,0.001,0.0,0.5,8,resize_cube64_hu_m300_1400
MEAN,TEST,0.5439999999999999,0.6022498982498983,0.7303030303030303,0.3747252747252747,0.4921241376539559,4,0.001,0.0,0.5,8,resize_cube64_hu_m300_1400
1,VALIDATION,0.7,0.75,1.0,0.45454545454545453,0.674199862463242,4,0.001,1e-05,0.0,8,resize_cube64_hu_m300_1400
1,TEST,0.56,0.5925925925925926,0.6666666666666666,0.46153846153846156,0.5547001962252291,4,0.001,1e-05,0.0,8,resize_cube64_hu_m300_1400
2,VALIDATION,0.6,0.6666666666666666,0.8888888888888888,0.36363636363636365,0.5685352436149611,4,0.001,1e-05,0.0,8,resize_cube64_hu_m300_1400
2,TEST,0.6,0.6428571428571429,0.75,0.46153846153846156,0.5883484054145521,4,0.001,1e-05,0.0,8,resize_cube64_hu_m300_1400
3,VALIDATION,0.8,0.7142857142857143,0.5555555555555556,1.0,0.7453559924999299,4,0.001,1e-05,0.0,8,resize_cube64_hu_m300_1400
3,TEST,0.64,0.64,0.6666666666666666,0.6153846153846154,0.6405126152203485,4,0.001,1e-05,0.0,8,resize_cube64_hu_m300_1400
4,VALIDATION,0.65,0.5333333333333333,0.4444444444444444,0.8181818181818182,0.6030226891555273,4,0.001,1e-05,0.0,8,resize_cube64_hu_m300_1400
4,TEST,0.52,0.3333333333333333,0.25,0.7692307692307693,0.4385290096535146,4,0.001,1e-05,0.0,8,resize_cube64_hu_m300_1400
5,VALIDATION,0.7,0.75,0.9,0.5,0.6708203932499369,4,0.001,1e-05,0.0,8,resize_cube64_hu_m300_1400
5,TEST,0.72,0.6956521739130435,0.7272727272727273,0.7142857142857143,0.7207499701564473,4,0.001,1e-05,0.0,8,resize_cube64_hu_m300_1400
MEAN,VALIDATION,0.6899999999999998,0.6828571428571428,0.7577777777777779,0.6272727272727272,0.6523868361967196,4,0.001,1e-05,0.0,8,resize_cube64_hu_m300_1400
