fold,set,accuracy,f1,tpr,tnr,gmean,auc,batch_size,learning_rate,weight_decay,dropout_prob,seed,preprocessed_dir
MEAN,VALIDATION,0.6399999999999999,0.6611936758893281,0.8022222222222222,0.49818181818181817,0.614172350675861,0.6209090909090909,8,0.001,8
MEAN,TEST,0.5840000000000001,0.5386138055492895,0.6666666666666667,0.5175824175824176,0.49027236108067995,0.5992673992673992,8,0.001,8
1,VALIDATION,0.65,0.6956521739130435,0.8888888888888888,0.45454545454545453,0.6356417261637282,0.7272727272727272,8,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
1,TEST,0.56,0.6666666666666666,0.9166666666666666,0.23076923076923078,0.45993310550389993,0.5576923076923077,8,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
2,VALIDATION,0.55,0.4,0.3333333333333333,0.7272727272727273,0.49236596391733095,0.6060606060606061,8,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
2,TEST,0.44,0.3,0.25,0.6153846153846154,0.3922322702763681,0.47435897435897434,8,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
3,VALIDATION,0.7,0.7,0.7777777777777778,0.6363636363636364,0.7035264706814485,0.7171717171717171,8,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
3,TEST,0.52,0.6,0.75,0.3076923076923077,0.4803844614152614,0.4551282051282051,8,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
4,VALIDATION,0.6,0.6923076923076923,1.0,0.2727272727272727,0.5222329678670935,0.7070707070707071,8,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
4,TEST,0.52,0.625,0.8333333333333334,0.23076923076923078,0.4385290096535146,0.7243589743589743,8,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
5,VALIDATION,0.55,0.4,0.3,0.8,0.4898979485566356,0.4600000000000001,8,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
5,TEST,0.68,0.5,0.36363636363636365,0.9285714285714286,0.5810872031479765,0.8506493506493507,8,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
MEAN,VALIDATION,0.61,0.5775919732441471,0.6599999999999999,0.5781818181818181,0.5687330154372473,0.6435151515151515,8,0.001,8
MEAN,TEST,0.544,0.5383333333333333,0.6227272727272728,0.46263736263736266,0.47043320999940413,0.6124375624375624,8,0.001,8
1,VALIDATION,0.7,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.6963106238227914,0.7474747474747475,16,0.001,0,0,8,resize_cube64_hu_m300_1400
1,TEST,0.56,0.5217391304347826,0.5,0.6153846153846154,0.5547001962252291,0.5256410256410255,16,0.001,0,0,8,resize_cube64_hu_m300_1400
2,VALIDATION,0.65,0.631578947368421,0.6666666666666666,0.6363636363636364,0.6513389472789296,0.595959595959596,16,0.001,0,0,8,resize_cube64_hu_m300_1400
2,TEST,0.56,0.5217391304347826,0.5,0.6153846153846154,0.5547001962252291,0.6025641025641025,16,0.001,0,0,8,resize_cube64_hu_m300_1400
3,VALIDATION,0.85,0.8421052631578947,0.8888888888888888,0.8181818181818182,0.8528028654224418,0.8787878787878788,16,0.001,0,0,8,resize_cube64_hu_m300_1400
3,TEST,0.56,0.6206896551724138,0.75,0.38461538461538464,0.5370861555295747,0.6474358974358974,16,0.001,0,0,8,resize_cube64_hu_m300_1400
4,VALIDATION,0.65,0.5882352941176471,0.5555555555555556,0.7272727272727273,0.6356417261637283,0.7272727272727273,16,0.001,0,0,8,resize_cube64_hu_m300_1400
4,TEST,0.56,0.35294117647058826,0.25,0.8461538461538461,0.45993310550389993,0.75,16,0.001,0,0,8,resize_cube64_hu_m300_1400
5,VALIDATION,0.65,0.5333333333333333,0.4,0.9,0.6000000000000001,0.65,16,0.001,0,0,8,resize_cube64_hu_m300_1400
5,TEST,0.6,0.2857142857142857,0.18181818181818182,0.9285714285714286,0.4108907018066591,0.6558441558441559,16,0.001,0,0,8,resize_cube64_hu_m300_1400
MEAN,VALIDATION,0.7,0.6523839009287926,0.6355555555555555,0.7618181818181818,0.6872188325375783,0.7198989898989899,16,0.001,8
MEAN,TEST,0.5680000000000001,0.4605646756453706,0.43636363636363634,0.6780219780219781,0.5034620710581185,0.6362970362970363,16,0.001,8
1,VALIDATION,0.7,0.75,1.0,0.45454545454545453,0.674199862463242,0.6363636363636364,16,0.001,0,0.3,8,resize_cube64_hu_m300_1400
1,TEST,0.64,0.7096774193548387,0.9166666666666666,0.38461538461538464,0.5937710859953544,0.5769230769230769,16,0.001,0,0.3,8,resize_cube64_hu_m300_1400
2,VALIDATION,0.65,0.5882352941176471,0.5555555555555556,0.7272727272727273,0.6356417261637283,0.6262626262626263,16,0.001,0,0.3,8,resize_cube64_hu_m300_1400
2,TEST,0.52,0.25,0.16666666666666666,0.8461538461538461,0.3755338080994054,0.673076923076923,16,0.001,0,0.3,8,resize_cube64_hu_m300_1400
3,VALIDATION,0.75,0.7368421052631579,0.7777777777777778,0.7272727272727273,0.7521014330903549,0.7171717171717171,16,0.001,0,0.3,8,resize_cube64_hu_m300_1400
3,TEST,0.6,0.6666666666666666,0.8333333333333334,0.38461538461538464,0.5661385170722979,0.5512820512820513,16,0.001,0,0.3,8,resize_cube64_hu_m300_1400
4,VALIDATION,0.6,0.6363636363636364,0.7777777777777778,0.45454545454545453,0.5945883900105632,0.6363636363636364,16,0.001,0,0.3,8,resize_cube64_hu_m300_1400
4,TEST,0.64,0.6086956521739131,0.5833333333333334,0.6923076923076923,0.6354889093022426,0.6730769230769231,16,0.001,0,0.3,8,resize_cube64_hu_m300_1400
5,VALIDATION,0.55,0.6666666666666666,0.9,0.2,0.42426406871192857,0.59,16,0.001,0,0.3,8,resize_cube64_hu_m300_1400
5,TEST,0.76,0.7857142857142857,1.0,0.5714285714285714,0.7559289460184544,0.8701298701298701,16,0.001,0,0.3,8,resize_cube64_hu_m300_1400
MEAN,VALIDATION,0.65,0.6756215404822216,0.8022222222222222,0.5127272727272728,0.6161590960879634,0.6412323232323232,16,0.001,8
MEAN,TEST,0.632,0.6041508047819408,0.7,0.5758241758241758,0.5853722532975508,0.6688977688977689,16,0.001,8
1,VALIDATION,0.5,0.6428571428571429,1.0,0.09090909090909091,0.30151134457776363,0.6464646464646464,16,0.001,0,0.5,8,resize_cube64_hu_m300_1400
1,TEST,0.48,0.6285714285714286,0.9166666666666666,0.07692307692307693,0.2655425022718972,0.5064102564102564,16,0.001,0,0.5,8,resize_cube64_hu_m300_1400
2,VALIDATION,0.5,0.6153846153846154,0.8888888888888888,0.18181818181818182,0.40201512610368484,0.4242424242424242,16,0.001,0,0.5,8,resize_cube64_hu_m300_1400
2,TEST,0.52,0.625,0.8333333333333334,0.23076923076923078,0.4385290096535146,0.4935897435897436,16,0.001,0,0.5,8,resize_cube64_hu_m300_1400
3,VALIDATION,0.7,0.7,0.7777777777777778,0.6363636363636364,0.7035264706814485,0.7171717171717171,16,0.001,0,0.5,8,resize_cube64_hu_m300_1400
3,TEST,0.56,0.6451612903225806,0.8333333333333334,0.3076923076923077,0.5063696835418333,0.532051282051282,16,0.001,0,0.5,8,resize_cube64_hu_m300_1400
4,VALIDATION,0.5,0.5833333333333334,0.7777777777777778,0.2727272727272727,0.4605661864718383,0.46464646464646464,16,0.001,0,0.5,8,resize_cube64_hu_m300_1400
4,TEST,0.52,0.6470588235294118,0.9166666666666666,0.15384615384615385,0.3755338080994054,0.6602564102564101,16,0.001,0,0.5,8,resize_cube64_hu_m300_1400
5,VALIDATION,0.55,0.6896551724137931,1.0,0.1,0.31622776601683794,0.44,16,0.001,0,0.5,8,resize_cube64_hu_m300_1400
5,TEST,0.48,0.6285714285714286,1.0,0.07142857142857142,0.2672612419124244,0.7597402597402598,16,0.001,0,0.5,8,resize_cube64_hu_m300_1400
MEAN,VALIDATION,0.55,0.6462460527977769,0.888888888888889,0.25636363636363635,0.43676937877031463,0.5385050505050504,16,0.001,8
MEAN,TEST,0.512,0.6348725941989699,0.9,0.16813186813186815,0.3706472490958149,0.5904095904095904,16,0.001,8
1,VALIDATION,0.7,0.625,0.5555555555555556,0.8181818181818182,0.6741998624632421,0.6969696969696969,16,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
1,TEST,0.56,0.5217391304347826,0.5,0.6153846153846154,0.5547001962252291,0.5256410256410257,16,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
2,VALIDATION,0.65,0.631578947368421,0.6666666666666666,0.6363636363636364,0.6513389472789296,0.6464646464646464,16,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
2,TEST,0.56,0.42105263157894735,0.3333333333333333,0.7692307692307693,0.5063696835418333,0.5512820512820513,16,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
3,VALIDATION,0.75,0.7619047619047619,0.8888888888888888,0.6363636363636364,0.7521014330903549,0.7979797979797979,16,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
3,TEST,0.44,0.5333333333333333,0.6666666666666666,0.23076923076923078,0.3922322702763681,0.4871794871794872,16,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
4,VALIDATION,0.65,0.72,1.0,0.36363636363636365,0.6030226891555273,0.6666666666666667,16,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
4,TEST,0.52,0.625,0.8333333333333334,0.23076923076923078,0.4385290096535146,0.7243589743589743,16,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
5,VALIDATION,0.75,0.7619047619047619,0.8,0.7,0.7483314773547882,0.73,16,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
5,TEST,0.76,0.75,0.8181818181818182,0.7142857142857143,0.7644707871564383,0.7857142857142857,16,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
MEAN,VALIDATION,0.7,0.700077694235589,0.7822222222222223,0.6309090909090909,0.6857988818685683,0.7076161616161616,16,0.001,8
MEAN,TEST,0.568,0.5702250190694127,0.6303030303030304,0.5120879120879122,0.5312603893706768,0.6148351648351649,16,0.001,8
1,VALIDATION,0.7,0.75,1.0,0.45454545454545453,0.674199862463242,0.7474747474747474,16,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
1,TEST,0.56,0.6666666666666666,0.9166666666666666,0.23076923076923078,0.45993310550389993,0.532051282051282,16,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
2,VALIDATION,0.65,0.631578947368421,0.6666666666666666,0.6363636363636364,0.6513389472789296,0.606060606060606,16,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
2,TEST,0.52,0.25,0.16666666666666666,0.8461538461538461,0.3755338080994054,0.6153846153846154,16,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
3,VALIDATION,0.7,0.7,0.7777777777777778,0.6363636363636364,0.7035264706814485,0.7878787878787878,16,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
3,TEST,0.48,0.5517241379310345,0.6666666666666666,0.3076923076923077,0.4529108136578383,0.4871794871794871,16,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
4,VALIDATION,0.55,0.6086956521739131,0.7777777777777778,0.36363636363636365,0.5318160234783105,0.6565656565656566,16,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
4,TEST,0.68,0.7142857142857143,0.8333333333333334,0.5384615384615384,0.6698641270570836,0.7435897435897436,16,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
5,VALIDATION,0.75,0.782608695652174,0.9,0.6,0.7348469228349535,0.74,16,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
5,TEST,0.68,0.6923076923076923,0.8181818181818182,0.5714285714285714,0.6837634587578277,0.7142857142857143,16,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
MEAN,VALIDATION,0.6699999999999999,0.6945766590389015,0.8244444444444443,0.5381818181818182,0.6591456453473767,0.7075959595959596,16,0.001,8
MEAN,TEST,0.5840000000000001,0.5749968422382216,0.6803030303030304,0.4989010989010989,0.528401062615211,0.6184981684981685,16,0.001,8
1,VALIDATION,0.7,0.75,1.0,0.45454545454545453,0.674199862463242,0.7171717171717171,16,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
1,TEST,0.56,0.6666666666666666,0.9166666666666666,0.23076923076923078,0.45993310550389993,0.576923076923077,16,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
2,VALIDATION,0.5,0.6153846153846154,0.8888888888888888,0.18181818181818182,0.40201512610368484,0.48484848484848486,16,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
2,TEST,0.6,0.6875,0.9166666666666666,0.3076923076923077,0.5310850045437944,0.5192307692307692,16,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
3,VALIDATION,0.7,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.6963106238227914,0.7474747474747474,16,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
3,TEST,0.44,0.5,0.5833333333333334,0.3076923076923077,0.42365927286816174,0.4230769230769231,16,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
4,VALIDATION,0.5,0.5833333333333334,0.7777777777777778,0.2727272727272727,0.4605661864718383,0.43434343434343436,16,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
4,TEST,0.68,0.6666666666666666,0.6666666666666666,0.6923076923076923,0.6793662204867574,0.6153846153846154,16,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
5,VALIDATION,0.45,0.42105263157894735,0.4,0.5,0.4472135954999579,0.56,16,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
5,TEST,0.64,0.6086956521739131,0.6363636363636364,0.6428571428571429,0.6396021490668313,0.7857142857142857,16,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
MEAN,VALIDATION,0.5700000000000001,0.6072874493927125,0.7466666666666666,0.42727272727272736,0.5360610788723028,0.5887676767676767,16,0.001,8
MEAN,TEST,0.5840000000000001,0.6259057971014492,0.7439393939393939,0.4362637362637363,0.5467291504938889,0.5840659340659341,16,0.001,8
1,VALIDATION,0.6,0.42857142857142855,0.3333333333333333,0.8181818181818182,0.5222329678670935,0.606060606060606,32,0.001,0,0,8,resize_cube64_hu_m300_1400
1,TEST,0.48,0.38095238095238093,0.3333333333333333,0.6153846153846154,0.4529108136578383,0.4935897435897436,32,0.001,0,0,8,resize_cube64_hu_m300_1400
2,VALIDATION,0.75,0.7619047619047619,0.8888888888888888,0.6363636363636364,0.7521014330903549,0.7474747474747474,32,0.001,0,0,8,resize_cube64_hu_m300_1400
2,TEST,0.48,0.5185185185185185,0.5833333333333334,0.38461538461538464,0.47366546671567095,0.4679487179487179,32,0.001,0,0,8,resize_cube64_hu_m300_1400
3,VALIDATION,0.8,0.75,0.6666666666666666,0.9090909090909091,0.7784989441615229,0.7676767676767676,32,0.001,0,0,8,resize_cube64_hu_m300_1400
3,TEST,0.52,0.4,0.3333333333333333,0.6923076923076923,0.48038446141526137,0.5192307692307693,32,0.001,0,0,8,resize_cube64_hu_m300_1400
4,VALIDATION,0.7,0.7,0.7777777777777778,0.6363636363636364,0.7035264706814485,0.7070707070707071,32,0.001,0,0,8,resize_cube64_hu_m300_1400
4,TEST,0.6,0.6153846153846154,0.6666666666666666,0.5384615384615384,0.599144689515278,0.6987179487179488,32,0.001,0,0,8,resize_cube64_hu_m300_1400
5,VALIDATION,0.7,0.625,0.5,0.9,0.6708203932499369,0.77,32,0.001,0,0,8,resize_cube64_hu_m300_1400
5,TEST,0.68,0.5555555555555556,0.45454545454545453,0.8571428571428571,0.6241877839323592,0.6428571428571428,32,0.001,0,0,8,resize_cube64_hu_m300_1400
MEAN,VALIDATION,0.7100000000000002,0.6530952380952381,0.6333333333333333,0.78,0.6854360418100713,0.7196565656565657,32,0.001,8
MEAN,TEST,0.552,0.49408221408221403,0.47424242424242424,0.6175824175824176,0.5260586430472816,0.5644688644688645,32,0.001,8
1,VALIDATION,0.7,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.6963106238227914,0.7373737373737373,32,0.001,0,0.3,8,resize_cube64_hu_m300_1400
1,TEST,0.48,0.38095238095238093,0.3333333333333333,0.6153846153846154,0.4529108136578383,0.5961538461538461,32,0.001,0,0.3,8,resize_cube64_hu_m300_1400
2,VALIDATION,0.55,0.0,0.0,1.0,0.0,0.4242424242424242,32,0.001,0,0.3,8,resize_cube64_hu_m300_1400
2,TEST,0.52,0.0,0.0,1.0,0.0,0.5320512820512819,32,0.001,0,0.3,8,resize_cube64_hu_m300_1400
3,VALIDATION,0.8,0.8,0.8888888888888888,0.7272727272727273,0.8040302522073697,0.8484848484848485,32,0.001,0,0.3,8,resize_cube64_hu_m300_1400
3,TEST,0.48,0.5806451612903226,0.75,0.23076923076923078,0.41602514716892186,0.5128205128205128,32,0.001,0,0.3,8,resize_cube64_hu_m300_1400
4,VALIDATION,0.55,0.6086956521739131,0.7777777777777778,0.36363636363636365,0.5318160234783105,0.6161616161616161,32,0.001,0,0.3,8,resize_cube64_hu_m300_1400
4,TEST,0.6,0.6666666666666666,0.8333333333333334,0.38461538461538464,0.5661385170722979,0.717948717948718,32,0.001,0,0.3,8,resize_cube64_hu_m300_1400
5,VALIDATION,0.6,0.7142857142857143,1.0,0.2,0.4472135954999579,0.56,32,0.001,0,0.3,8,resize_cube64_hu_m300_1400
5,TEST,0.52,0.6470588235294118,1.0,0.14285714285714285,0.3779644730092272,0.8051948051948052,32,0.001,0,0.3,8,resize_cube64_hu_m300_1400
MEAN,VALIDATION,0.6399999999999999,0.5579296066252588,0.6666666666666666,0.6036363636363637,0.49587409900168594,0.6372525252525253,32,0.001,8
MEAN,TEST,0.52,0.45506460648775643,0.5833333333333333,0.4747252747252747,0.362607790181657,0.6328338328338329,32,0.001,8
1,VALIDATION,0.55,0.0,0.0,1.0,0.0,0.6161616161616161,32,0.001,0,0.5,8,resize_cube64_hu_m300_1400
1,TEST,0.52,0.0,0.0,1.0,0.0,0.75,32,0.001,0,0.5,8,resize_cube64_hu_m300_1400
2,VALIDATION,0.45,0.6206896551724138,1.0,0.0,0.0,0.4242424242424242,32,0.001,0,0.5,8,resize_cube64_hu_m300_1400
2,TEST,0.48,0.6486486486486487,1.0,0.0,0.0,0.5897435897435896,32,0.001,0,0.5,8,resize_cube64_hu_m300_1400
3,VALIDATION,0.6,0.3333333333333333,0.2222222222222222,0.9090909090909091,0.4494665749754947,0.6262626262626262,32,0.001,0,0.5,8,resize_cube64_hu_m300_1400
3,TEST,0.52,0.45454545454545453,0.4166666666666667,0.6153846153846154,0.5063696835418333,0.5384615384615384,32,0.001,0,0.5,8,resize_cube64_hu_m300_1400
4,VALIDATION,0.5,0.5833333333333334,0.7777777777777778,0.2727272727272727,0.4605661864718383,0.5353535353535354,32,0.001,0,0.5,8,resize_cube64_hu_m300_1400
4,TEST,0.56,0.6451612903225806,0.8333333333333334,0.3076923076923077,0.5063696835418333,0.6858974358974358,32,0.001,0,0.5,8,resize_cube64_hu_m300_1400
5,VALIDATION,0.45,0.6206896551724138,0.9,0.0,0.0,0.38,32,0.001,0,0.5,8,resize_cube64_hu_m300_1400
5,TEST,0.56,0.6666666666666666,1.0,0.21428571428571427,0.4629100498862757,0.8246753246753247,32,0.001,0,0.5,8,resize_cube64_hu_m300_1400
MEAN,VALIDATION,0.51,0.43160919540229886,0.58,0.43636363636363634,0.18200655228946658,0.5164040404040404,32,0.001,8
MEAN,TEST,0.528,0.48300441203667005,0.65,0.42747252747252745,0.2951298833939885,0.6777555777555777,32,0.001,8
1,VALIDATION,0.6,0.6,0.6666666666666666,0.5454545454545454,0.6030226891555273,0.5656565656565655,32,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
1,TEST,0.52,0.45454545454545453,0.4166666666666667,0.6153846153846154,0.5063696835418333,0.608974358974359,32,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
2,VALIDATION,0.6,0.42857142857142855,0.3333333333333333,0.8181818181818182,0.5222329678670935,0.6060606060606061,32,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
2,TEST,0.48,0.13333333333333333,0.08333333333333333,0.8461538461538461,0.2655425022718972,0.41666666666666663,32,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
3,VALIDATION,0.65,0.6666666666666666,0.7777777777777778,0.5454545454545454,0.6513389472789296,0.7070707070707071,32,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
3,TEST,0.52,0.625,0.8333333333333334,0.23076923076923078,0.4385290096535146,0.5192307692307692,32,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
4,VALIDATION,0.6,0.5555555555555556,0.5555555555555556,0.6363636363636364,0.5945883900105632,0.5959595959595959,32,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
4,TEST,0.76,0.6666666666666666,0.5,1.0,0.7071067811865476,0.8205128205128205,32,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
5,VALIDATION,0.6,0.5,0.4,0.8,0.5656854249492381,0.65,32,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
5,TEST,0.6,0.4444444444444444,0.36363636363636365,0.7857142857142857,0.5345224838248488,0.44155844155844154,32,0.001,1e-05,0,8,resize_cube64_hu_m300_1400
MEAN,VALIDATION,0.6100000000000001,0.5501587301587302,0.5466666666666666,0.6690909090909092,0.5873736838522704,0.6249494949494949,32,0.001,8
MEAN,TEST,0.5760000000000001,0.4647979797979797,0.43939393939393945,0.6956043956043956,0.4904140920957284,0.5613886113886113,32,0.001,8
1,VALIDATION,0.7,0.7272727272727273,0.8888888888888888,0.5454545454545454,0.6963106238227913,0.7272727272727273,32,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
1,TEST,0.44,0.4166666666666667,0.4166666666666667,0.46153846153846156,0.4385290096535146,0.5769230769230769,32,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
2,VALIDATION,0.55,0.6666666666666666,1.0,0.18181818181818182,0.4264014327112209,0.48484848484848486,32,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
2,TEST,0.56,0.6666666666666666,0.9166666666666666,0.23076923076923078,0.45993310550389993,0.4358974358974359,32,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
3,VALIDATION,0.55,0.64,0.8888888888888888,0.2727272727272727,0.4923659639173309,0.6767676767676767,32,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
3,TEST,0.52,0.6470588235294118,0.9166666666666666,0.15384615384615385,0.3755338080994054,0.5256410256410255,32,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
4,VALIDATION,0.55,0.5263157894736842,0.5555555555555556,0.5454545454545454,0.5504818825631803,0.4343434343434343,32,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
4,TEST,0.6,0.4444444444444444,0.3333333333333333,0.8461538461538461,0.5310850045437944,0.6153846153846153,32,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
5,VALIDATION,0.55,0.6666666666666666,0.9,0.2,0.42426406871192857,0.73,32,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
5,TEST,0.76,0.7857142857142857,1.0,0.5714285714285714,0.7559289460184544,0.8571428571428571,32,0.001,1e-05,0.3,8,resize_cube64_hu_m300_1400
MEAN,VALIDATION,0.5800000000000001,0.645384370015949,0.8466666666666667,0.34909090909090906,0.5179647943452903,0.6106464646464647,32,0.001,8
MEAN,TEST,0.576,0.5921101774042951,0.7166666666666667,0.45274725274725275,0.5122019747638138,0.6021978021978022,32,0.001,8
1,VALIDATION,0.7,0.75,1.0,0.45454545454545453,0.674199862463242,0.6868686868686869,32,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
1,TEST,0.6,0.6875,0.9166666666666666,0.3076923076923077,0.5310850045437944,0.5897435897435896,32,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
2,VALIDATION,0.5,0.5833333333333334,0.7777777777777778,0.2727272727272727,0.4605661864718383,0.40404040404040403,32,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
2,TEST,0.48,0.5806451612903226,0.75,0.23076923076923078,0.41602514716892186,0.46153846153846156,32,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
3,VALIDATION,0.55,0.5263157894736842,0.5555555555555556,0.5454545454545454,0.5504818825631803,0.5555555555555556,32,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
3,TEST,0.6,0.6666666666666666,0.8333333333333334,0.38461538461538464,0.5661385170722979,0.5705128205128205,32,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
4,VALIDATION,0.5,0.5454545454545454,0.6666666666666666,0.36363636363636365,0.49236596391733095,0.5151515151515151,32,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
4,TEST,0.6,0.4444444444444444,0.3333333333333333,0.8461538461538461,0.5310850045437944,0.7051282051282053,32,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
5,VALIDATION,0.5,0.6666666666666666,1.0,0.0,0.0,0.48,32,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
5,TEST,0.44,0.6111111111111112,1.0,0.0,0.0,0.7922077922077921,32,0.001,1e-05,0.5,8,resize_cube64_hu_m300_1400
MEAN,VALIDATION,0.55,0.6143540669856459,0.7999999999999999,0.32727272727272727,0.4355227790831183,0.5283232323232323,32,0.001,8
MEAN,TEST,0.544,0.598073476702509,0.7666666666666667,0.3538461538461538,0.40886673466576173,0.6238261738261738,32,0.001,8
1,VALIDATION,0.6,0.6,0.6666666666666666,0.5454545454545454,0.6030226891555273,0.5454545454545454,4,0.001,0,0,8,resize_cube128_hu_m600_1500
1,TEST,0.48,0.38095238095238093,0.3333333333333333,0.6153846153846154,0.4529108136578383,0.3846153846153846,4,0.001,0,0,8,resize_cube128_hu_m600_1500
2,VALIDATION,0.5,0.5833333333333334,0.7777777777777778,0.2727272727272727,0.4605661864718383,0.45454545454545453,4,0.001,0,0,8,resize_cube128_hu_m600_1500
2,TEST,0.56,0.5925925925925926,0.6666666666666666,0.46153846153846156,0.5547001962252291,0.4871794871794872,4,0.001,0,0,8,resize_cube128_hu_m600_1500
3,VALIDATION,0.75,0.7058823529411765,0.6666666666666666,0.8181818181818182,0.7385489458759964,0.6969696969696969,4,0.001,0,0,8,resize_cube128_hu_m600_1500
3,TEST,0.44,0.4166666666666667,0.4166666666666667,0.46153846153846156,0.4385290096535146,0.4615384615384615,4,0.001,0,0,8,resize_cube128_hu_m600_1500
4,VALIDATION,0.6,0.6,0.6666666666666666,0.5454545454545454,0.6030226891555273,0.5858585858585859,4,0.001,0,0,8,resize_cube128_hu_m600_1500
4,TEST,0.6,0.6666666666666666,0.8333333333333334,0.38461538461538464,0.5661385170722979,0.6025641025641025,4,0.001,0,0,8,resize_cube128_hu_m600_1500
5,VALIDATION,0.6,0.6363636363636364,0.7,0.5,0.5916079783099616,0.51,4,0.001,0,0,8,resize_cube128_hu_m600_1500
5,TEST,0.44,0.4166666666666667,0.45454545454545453,0.42857142857142855,0.44136741475237473,0.4415584415584416,4,0.001,0,0,8,resize_cube128_hu_m600_1500
MEAN,VALIDATION,0.6100000000000001,0.6251158645276292,0.6955555555555556,0.5363636363636364,0.5993536977937701,0.5585656565656565,4,0.001,8
MEAN,TEST,0.504,0.4947089947089947,0.5409090909090909,0.4703296703296703,0.490729190272251,0.4754911754911754,4,0.001,8
1,VALIDATION,0.65,0.6666666666666666,0.7777777777777778,0.5454545454545454,0.6513389472789296,0.6565656565656566,4,0.001,0,0.3,8,resize_cube128_hu_m600_1500
1,TEST,0.64,0.6666666666666666,0.75,0.5384615384615384,0.6354889093022426,0.5833333333333333,4,0.001,0,0.3,8,resize_cube128_hu_m600_1500
2,VALIDATION,0.6,0.6666666666666666,0.8888888888888888,0.36363636363636365,0.5685352436149611,0.46464646464646464,4,0.001,0,0.3,8,resize_cube128_hu_m600_1500
