fold,set,accuracy,f1,tpr,tnr,gmean,batch_size,learning_rate,weight_decay,dropout_prob,seed,preprocessed_dir
2,TEST,0.6,0.375,0.25,0.9230769230769231,0.4803844614152614,8,0.001,0,0.5,8,resize_small_hu_m600_1500_separadas
3,VALIDATION,0.75,0.7619047619047619,0.8888888888888888,0.6363636363636364,0.7521014330903549,8,0.001,0,0.5,8,resize_small_hu_m600_1500_separadas
3,TEST,0.84,0.8571428571428571,1.0,0.6923076923076923,0.8320502943378437,8,0.001,0,0.5,8,resize_small_hu_m600_1500_separadas
4,VALIDATION,0.55,0.5714285714285714,0.6666666666666666,0.45454545454545453,0.5504818825631803,8,0.001,0,0.5,8,resize_small_hu_m600_1500_separadas
4,TEST,0.64,0.6666666666666666,0.75,0.5384615384615384,0.6354889093022426,8,0.001,0,0.5,8,resize_small_hu_m600_1500_separadas
5,VALIDATION,0.7,0.7,0.7,0.7,0.7,8,0.001,0,0.5,8,resize_small_hu_m600_1500_separadas
5,TEST,0.64,0.5714285714285714,0.5454545454545454,0.7142857142857143,0.6241877839323592,8,0.001,0,0.5,8,resize_small_hu_m600_1500_separadas
MEAN,VALIDATION,0.7,0.680952380952381,0.7177777777777777,0.6854545454545453,0.6884510588049266,8,0.001,8
MEAN,TEST,0.688,0.6421957671957671,0.6757575757575758,0.6967032967032967,0.6576452646054279,8,0.001,8
1,VALIDATION,0.75,0.7368421052631579,0.7777777777777778,0.7272727272727273,0.7521014330903549,8,0.001,1e-05,0,8,resize_small_hu_m600_1500_separadas
1,TEST,0.68,0.6923076923076923,0.75,0.6153846153846154,0.6793662204867574,8,0.001,1e-05,0,8,resize_small_hu_m600_1500_separadas
2,VALIDATION,0.65,0.5333333333333333,0.4444444444444444,0.8181818181818182,0.6030226891555273,8,0.001,1e-05,0,8,resize_small_hu_m600_1500_separadas
2,TEST,0.48,0.3157894736842105,0.25,0.6923076923076923,0.41602514716892186,8,0.001,1e-05,0,8,resize_small_hu_m600_1500_separadas
3,VALIDATION,0.7,0.5714285714285714,0.4444444444444444,0.9090909090909091,0.6356417261637282,8,0.001,1e-05,0,8,resize_small_hu_m600_1500_separadas
3,TEST,0.72,0.72,0.75,0.6923076923076923,0.7205766921228921,8,0.001,1e-05,0,8,resize_small_hu_m600_1500_separadas
4,VALIDATION,0.6,0.6363636363636364,0.7777777777777778,0.45454545454545453,0.5945883900105632,8,0.001,1e-05,0,8,resize_small_hu_m600_1500_separadas
4,TEST,0.52,0.5714285714285714,0.6666666666666666,0.38461538461538464,0.5063696835418333,8,0.001,1e-05,0,8,resize_small_hu_m600_1500_separadas
5,VALIDATION,0.7,0.6666666666666666,0.6,0.8,0.6928203230275509,8,0.001,1e-05,0,8,resize_small_hu_m600_1500_separadas
5,TEST,0.56,0.42105263157894735,0.36363636363636365,0.7142857142857143,0.5096471914376256,8,0.001,1e-05,0,8,resize_small_hu_m600_1500_separadas
MEAN,VALIDATION,0.6799999999999999,0.6289268626110731,0.6088888888888889,0.7418181818181818,0.655634912289545,8,0.001,8
MEAN,TEST,0.5920000000000001,0.5441156737998842,0.556060606060606,0.6197802197802198,0.566396986951606,8,0.001,8
1,VALIDATION,0.85,0.8421052631578947,0.8888888888888888,0.8181818181818182,0.8528028654224418,8,0.001,1e-05,0.3,8,resize_small_hu_m600_1500_separadas
1,TEST,0.72,0.72,0.75,0.6923076923076923,0.7205766921228921,8,0.001,1e-05,0.3,8,resize_small_hu_m600_1500_separadas
2,VALIDATION,0.65,0.72,1.0,0.36363636363636365,0.6030226891555273,8,0.001,1e-05,0.3,8,resize_small_hu_m600_1500_separadas
2,TEST,0.44,0.5882352941176471,0.8333333333333334,0.07692307692307693,0.25318484177091666,8,0.001,1e-05,0.3,8,resize_small_hu_m600_1500_separadas
3,VALIDATION,0.75,0.7619047619047619,0.8888888888888888,0.6363636363636364,0.7521014330903549,8,0.001,1e-05,0.3,8,resize_small_hu_m600_1500_separadas
3,TEST,0.8,0.8148148148148148,0.9166666666666666,0.6923076923076923,0.7966275068156915,8,0.001,1e-05,0.3,8,resize_small_hu_m600_1500_separadas
4,VALIDATION,0.5,0.5,0.5555555555555556,0.45454545454545453,0.502518907629606,8,0.001,1e-05,0.3,8,resize_small_hu_m600_1500_separadas
4,TEST,0.48,0.3157894736842105,0.25,0.6923076923076923,0.41602514716892186,8,0.001,1e-05,0.3,8,resize_small_hu_m600_1500_separadas
5,VALIDATION,0.7,0.75,0.9,0.5,0.6708203932499369,8,0.001,1e-05,0.3,8,resize_small_hu_m600_1500_separadas
5,TEST,0.64,0.64,0.7272727272727273,0.5714285714285714,0.6446583712203042,8,0.001,1e-05,0.3,8,resize_small_hu_m600_1500_separadas
MEAN,VALIDATION,0.6900000000000001,0.7148020050125312,0.8466666666666667,0.5545454545454546,0.6762532577095735,8,0.001,8
MEAN,TEST,0.616,0.6157679165233345,0.6954545454545455,0.5450549450549451,0.5662145118197452,8,0.001,8
1,VALIDATION,0.75,0.7368421052631579,0.7777777777777778,0.7272727272727273,0.7521014330903549,8,0.001,1e-05,0.5,8,resize_small_hu_m600_1500_separadas
1,TEST,0.68,0.7142857142857143,0.8333333333333334,0.5384615384615384,0.6698641270570836,8,0.001,1e-05,0.5,8,resize_small_hu_m600_1500_separadas
2,VALIDATION,0.6,0.6923076923076923,1.0,0.2727272727272727,0.5222329678670935,8,0.001,1e-05,0.5,8,resize_small_hu_m600_1500_separadas
2,TEST,0.56,0.6206896551724138,0.75,0.38461538461538464,0.5370861555295747,8,0.001,1e-05,0.5,8,resize_small_hu_m600_1500_separadas
3,VALIDATION,0.75,0.7619047619047619,0.8888888888888888,0.6363636363636364,0.7521014330903549,8,0.001,1e-05,0.5,8,resize_small_hu_m600_1500_separadas
3,TEST,0.76,0.7857142857142857,0.9166666666666666,0.6153846153846154,0.7510676161988108,8,0.001,1e-05,0.5,8,resize_small_hu_m600_1500_separadas
4,VALIDATION,0.5,0.5454545454545454,0.6666666666666666,0.36363636363636365,0.49236596391733095,8,0.001,1e-05,0.5,8,resize_small_hu_m600_1500_separadas
4,TEST,0.44,0.5333333333333333,0.6666666666666666,0.23076923076923078,0.3922322702763681,8,0.001,1e-05,0.5,8,resize_small_hu_m600_1500_separadas
5,VALIDATION,0.75,0.7368421052631579,0.7,0.8,0.7483314773547882,8,0.001,1e-05,0.5,8,resize_small_hu_m600_1500_separadas
5,TEST,0.64,0.5714285714285714,0.5454545454545454,0.7142857142857143,0.6241877839323592,8,0.001,1e-05,0.5,8,resize_small_hu_m600_1500_separadas
MEAN,VALIDATION,0.67,0.694670242038663,0.8066666666666666,0.5599999999999999,0.6534266550639846,8,0.001,8
